Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1146"	"INSM1"	"943.7"	"ARCHS4 Coexpression,958;Enrichr Queries,635;GTEx Coexpression,1238"	"CXCL10,PITX2"
"gene_set_query"	"1147"	"ZXDC"	"944.0"	"ARCHS4 Coexpression,501;Enrichr Queries,1112;GTEx Coexpression,1219"	"MNDA"
"gene_set_query"	"1148"	"NANOGNB"	"945.5"	"ARCHS4 Coexpression,734;GTEx Coexpression,1157"	""
"gene_set_query"	"1149"	"ZSCAN18"	"945.7"	"ARCHS4 Coexpression,1543;Enrichr Queries,484;GTEx Coexpression,810"	"C3,CXCL10,CCL2"
"gene_set_query"	"1150"	"ZNF701"	"945.7"	"ARCHS4 Coexpression,1623;Enrichr Queries,1116;GTEx Coexpression,98"	"SELL,MNDA"
"gene_set_query"	"1151"	"DPF3"	"946.3"	"ARCHS4 Coexpression,705;Enrichr Queries,833;GTEx Coexpression,1301"	"CXCL10"
"gene_set_query"	"1152"	"MSX1"	"947.7"	"ARCHS4 Coexpression,963;Enrichr Queries,298;GTEx Coexpression,1582"	"CXCL10,CCL2,TIMP1,PITX2"
"gene_set_query"	"1153"	"NR6A1"	"948.3"	"ARCHS4 Coexpression,499;Enrichr Queries,1318;GTEx Coexpression,1028"	"SLC16A1"
"gene_set_query"	"1154"	"L3MBTL1"	"949.0"	"ARCHS4 Coexpression,1249;GTEx Coexpression,649"	""
"gene_set_query"	"1155"	"ZNF536"	"950.0"	"ARCHS4 Coexpression,836;Enrichr Queries,900;GTEx Coexpression,1114"	"CXCL10"
"gene_set_query"	"1156"	"ZNF197"	"950.0"	"ARCHS4 Coexpression,1501;Enrichr Queries,1396;ReMap ChIP-seq,32;GTEx Coexpression,871"	"ANPEP,S100P,TIMP1,CXCL3,PDZK1IP1,CXCL2"
"gene_set_query"	"1157"	"ZNF781"	"951.0"	"ARCHS4 Coexpression,1294;Enrichr Queries,950;GTEx Coexpression,609"	"CXCL10"
"gene_set_query"	"1158"	"FAM200B"	"951.5"	"ARCHS4 Coexpression,664;GTEx Coexpression,1239"	""
"gene_set_query"	"1159"	"ZNF284"	"951.7"	"ARCHS4 Coexpression,1458;Enrichr Queries,638;GTEx Coexpression,759"	"C3,CXCL10"
"gene_set_query"	"1160"	"ZNF410"	"951.7"	"ARCHS4 Coexpression,143;Enrichr Queries,1241;GTEx Coexpression,1471"	"CXCL8,BCL2A1"
"gene_set_query"	"1161"	"ANKZF1"	"952.7"	"ARCHS4 Coexpression,226;Enrichr Queries,1057;GTEx Coexpression,1575"	"SELL"
"gene_set_query"	"1162"	"ZNF653"	"952.7"	"ARCHS4 Coexpression,1228;Enrichr Queries,908;GTEx Coexpression,722"	"S100A9"
"gene_set_query"	"1163"	"MBD2"	"954.3"	"ARCHS4 Coexpression,1272;Enrichr Queries,1063;ReMap ChIP-seq,188;GTEx Coexpression,1294"	"PTGDS"
"gene_set_query"	"1164"	"ZNF660"	"954.3"	"ARCHS4 Coexpression,968;Enrichr Queries,875;GTEx Coexpression,1020"	"CXCL10"
"gene_set_query"	"1165"	"ZNF414"	"954.3"	"ARCHS4 Coexpression,572;Enrichr Queries,910;GTEx Coexpression,1381"	"S100A9"
"gene_set_query"	"1166"	"ZNF335"	"954.5"	"ARCHS4 Coexpression,1101;Enrichr Queries,980;ReMap ChIP-seq,297;GTEx Coexpression,1440"	"MMP9"
"gene_set_query"	"1167"	"BBX"	"954.7"	"ARCHS4 Coexpression,209;Enrichr Queries,1311;GTEx Coexpression,1344"	"ANPEP"
"gene_set_query"	"1168"	"TCF7L1"	"955.3"	"ARCHS4 Coexpression,463;Enrichr Queries,848;GTEx Coexpression,1555"	"CXCL10,SLC16A1"
"gene_set_query"	"1169"	"ZNF667"	"956.7"	"ARCHS4 Coexpression,1127;Enrichr Queries,520;GTEx Coexpression,1223"	"C3,CXCL10"
"gene_set_query"	"1170"	"ZNF705D"	"957.3"	"ARCHS4 Coexpression,1227;Enrichr Queries,316;GTEx Coexpression,1329"	"CXCL10,CXCL8,MMP1,MMP10"
"gene_set_query"	"1171"	"MYT1"	"957.3"	"ARCHS4 Coexpression,1284;Enrichr Queries,1015;GTEx Coexpression,573"	""
"gene_set_query"	"1172"	"TGIF2LY"	"957.7"	"ARCHS4 Coexpression,1352;Enrichr Queries,87;GTEx Coexpression,1434"	"CXCL10,CXCL8,MMP1,LCN2,CCL2,GUCA2B,PITX2,S100A8"
"gene_set_query"	"1173"	"ZNF626"	"958.0"	"ARCHS4 Coexpression,594;Enrichr Queries,768;GTEx Coexpression,1512"	"CXCL10"
"gene_set_query"	"1174"	"TBPL2"	"958.5"	"ARCHS4 Coexpression,1567;GTEx Coexpression,350"	"CHP2"
"gene_set_query"	"1175"	"ZNF7"	"958.7"	"ARCHS4 Coexpression,1024;Enrichr Queries,1234;GTEx Coexpression,618"	""
"gene_set_query"	"1176"	"POU6F2"	"959.0"	"ARCHS4 Coexpression,424;Enrichr Queries,1014;GTEx Coexpression,1439"	"GCG"
"gene_set_query"	"1177"	"XPA"	"959.3"	"ARCHS4 Coexpression,689;Enrichr Queries,881;GTEx Coexpression,1308"	"CXCL10"
"gene_set_query"	"1178"	"ZNF609"	"959.7"	"ARCHS4 Coexpression,544;Enrichr Queries,1010;GTEx Coexpression,1325"	""
"gene_set_query"	"1179"	"NFIB"	"960.0"	"Literature ChIP-seq,67;ARCHS4 Coexpression,1276;Enrichr Queries,1335;GTEx Coexpression,1162"	"CCL2,ACSF2"
"gene_set_query"	"1180"	"ZNF577"	"960.0"	"ARCHS4 Coexpression,1051;Enrichr Queries,856;GTEx Coexpression,973"	"CXCL10"
"gene_set_query"	"1181"	"SNAPC2"	"960.0"	"ARCHS4 Coexpression,726;GTEx Coexpression,1194"	""
"gene_set_query"	"1182"	"ZNF672"	"960.0"	"ARCHS4 Coexpression,830;Enrichr Queries,663;GTEx Coexpression,1387"	"CCL2,TIMP1"
"gene_set_query"	"1183"	"ZNF713"	"960.3"	"ARCHS4 Coexpression,1459;Enrichr Queries,644;GTEx Coexpression,778"	"CXCL10,CXCL8"
"gene_set_query"	"1184"	"HIVEP2"	"961.3"	"ARCHS4 Coexpression,1135;Enrichr Queries,838;GTEx Coexpression,911"	"CXCL10"
"gene_set_query"	"1185"	"GATAD2A"	"961.7"	"ARCHS4 Coexpression,504;Enrichr Queries,1101;GTEx Coexpression,1280"	""
"gene_set_query"	"1186"	"ZNF629"	"962.7"	"ARCHS4 Coexpression,774;Enrichr Queries,836;GTEx Coexpression,1278"	"CXCL10"
"gene_set_query"	"1187"	"MYNN"	"962.8"	"ARCHS4 Coexpression,1512;Enrichr Queries,1193;ReMap ChIP-seq,280;GTEx Coexpression,866"	""
"gene_set_query"	"1188"	"TRERF1"	"963.3"	"ARCHS4 Coexpression,392;Enrichr Queries,1175;GTEx Coexpression,1323"	"MNDA"
"gene_set_query"	"1189"	"PRDM9"	"964.0"	"ARCHS4 Coexpression,1259;Enrichr Queries,477;GTEx Coexpression,1156"	"C3,CXCL10,CCL2"
"gene_set_query"	"1190"	"ZNF677"	"964.3"	"ARCHS4 Coexpression,547;Enrichr Queries,968;GTEx Coexpression,1378"	"CXCL10"
"gene_set_query"	"1191"	"ZNF628"	"964.3"	"ARCHS4 Coexpression,893;Enrichr Queries,1004;GTEx Coexpression,996"	""
"gene_set_query"	"1192"	"ZNF226"	"965.7"	"ARCHS4 Coexpression,1469;Enrichr Queries,338;GTEx Coexpression,1090"	"C3,CXCL10,CTSK,TIMP1"
"gene_set_query"	"1193"	"FAM170A"	"966.0"	"ARCHS4 Coexpression,1387;Enrichr Queries,103;GTEx Coexpression,1408"	"CXCL10,SELL,HSD17B2,CCL2,OLFM4,PCK1,S100A9,S100A8"
"gene_set_query"	"1194"	"NFE2L1"	"968.0"	"ARCHS4 Coexpression,1381;Enrichr Queries,1207;ReMap ChIP-seq,124;GTEx Coexpression,1160"	"MNDA,S100A9"
"gene_set_query"	"1195"	"ZNF619"	"968.0"	"ARCHS4 Coexpression,1248;Enrichr Queries,905;GTEx Coexpression,751"	"CXCL10"
"gene_set_query"	"1196"	"ZNF782"	"968.3"	"ARCHS4 Coexpression,1077;Enrichr Queries,595;GTEx Coexpression,1233"	"CXCL10,CXCL8"
"gene_set_query"	"1197"	"GTF2IRD2B"	"968.7"	"ARCHS4 Coexpression,1327;Enrichr Queries,414;GTEx Coexpression,1165"	"C3,CXCL10,CTSK"
"gene_set_query"	"1198"	"ZNF875"	"969.0"	"ARCHS4 Coexpression,894;Enrichr Queries,1007;GTEx Coexpression,1006"	""
"gene_set_query"	"1199"	"ZSCAN5A"	"969.7"	"ARCHS4 Coexpression,1181;Enrichr Queries,416;GTEx Coexpression,1312"	"CXCL10,CXCL8,CCL2"
"gene_set_query"	"1200"	"ZNF669"	"969.7"	"ARCHS4 Coexpression,1565;Enrichr Queries,844;GTEx Coexpression,500"	"CXCL8"
"gene_set_query"	"1201"	"ZNF570"	"969.7"	"ARCHS4 Coexpression,1494;Enrichr Queries,623;GTEx Coexpression,792"	"CXCL10,CXCL8"
"gene_set_query"	"1202"	"ZSCAN29"	"970.7"	"ARCHS4 Coexpression,1105;Enrichr Queries,991;GTEx Coexpression,816"	"CXCL10"
"gene_set_query"	"1203"	"ZFP64"	"970.7"	"ARCHS4 Coexpression,1506;Enrichr Queries,1166;GTEx Coexpression,240"	"SERPINB5"
"gene_set_query"	"1204"	"AEBP2"	"971.0"	"ARCHS4 Coexpression,1397;Enrichr Queries,1301;GTEx Coexpression,215"	"ADIRF"
"gene_set_query"	"1205"	"DACH2"	"971.0"	"ARCHS4 Coexpression,650;Enrichr Queries,1009;GTEx Coexpression,1254"	""
"gene_set_query"	"1206"	"ZSCAN20"	"973.3"	"ARCHS4 Coexpression,682;Enrichr Queries,1046;GTEx Coexpression,1192"	""
"gene_set_query"	"1207"	"ZNF639"	"974.8"	"ARCHS4 Coexpression,1182;Enrichr Queries,1076;ReMap ChIP-seq,93;GTEx Coexpression,1548"	"S100P,CXCL3,CXCL2"
"gene_set_query"	"1208"	"CCDC169SOHLH2"	"975.0"	"ARCHS4 Coexpression,975"	""
"gene_set_query"	"1209"	"ZNF665"	"975.0"	"ARCHS4 Coexpression,1280;Enrichr Queries,287;GTEx Coexpression,1358"	"C3,CXCL10,CCL2,CXCL2"
"gene_set_query"	"1210"	"ZNF383"	"975.3"	"ARCHS4 Coexpression,1081;Enrichr Queries,674;GTEx Coexpression,1171"	"CXCL10,TIMP1"
"gene_set_query"	"1211"	"ZNF141"	"975.7"	"ARCHS4 Coexpression,1398;Enrichr Queries,689;GTEx Coexpression,840"	"CXCL10,SLC16A1"
"gene_set_query"	"1212"	"ZNF24"	"976.3"	"ARCHS4 Coexpression,1292;Enrichr Queries,1093;ReMap ChIP-seq,141;GTEx Coexpression,1379"	"LCN2,PDZK1IP1"
"gene_set_query"	"1213"	"ZNF133"	"976.3"	"ARCHS4 Coexpression,602;Enrichr Queries,892;GTEx Coexpression,1435"	"CCL2"
"gene_set_query"	"1214"	"ZFP37"	"976.7"	"ARCHS4 Coexpression,1600;Enrichr Queries,782;GTEx Coexpression,548"	"CXCL10"
"gene_set_query"	"1215"	"MLX"	"976.7"	"ARCHS4 Coexpression,776;Enrichr Queries,1128;GTEx Coexpression,1026"	""
"gene_set_query"	"1216"	"ZNF623"	"976.7"	"ARCHS4 Coexpression,787;Enrichr Queries,702;GTEx Coexpression,1441"	"C3,CXCL10"
"gene_set_query"	"1217"	"ZNF778"	"977.0"	"ARCHS4 Coexpression,1408;Enrichr Queries,1064;GTEx Coexpression,459"	""
"gene_set_query"	"1218"	"ZNF71"	"977.7"	"ARCHS4 Coexpression,884;Enrichr Queries,960;GTEx Coexpression,1089"	"CXCL10"
"gene_set_query"	"1219"	"ZNF696"	"978.0"	"ARCHS4 Coexpression,901;Enrichr Queries,1042;GTEx Coexpression,991"	""
"gene_set_query"	"1220"	"ONECUT3"	"978.3"	"ARCHS4 Coexpression,1386;Enrichr Queries,780;GTEx Coexpression,769"	"PITX2"
"gene_set_query"	"1221"	"EEA1"	"978.3"	"ARCHS4 Coexpression,1066;Enrichr Queries,1157;GTEx Coexpression,712"	""
"gene_set_query"	"1222"	"ZFP90"	"978.7"	"ARCHS4 Coexpression,1060;Enrichr Queries,678;GTEx Coexpression,1198"	"CCL2,CXCL2"
"gene_set_query"	"1223"	"BSX"	"979.3"	"ARCHS4 Coexpression,1002;Enrichr Queries,722;GTEx Coexpression,1214"	"PITX2"
"gene_set_query"	"1224"	"TIGD7"	"980.3"	"ARCHS4 Coexpression,1450;Enrichr Queries,737;GTEx Coexpression,754"	"TIMP1"
"gene_set_query"	"1225"	"ZNF20"	"981.3"	"ARCHS4 Coexpression,583;Enrichr Queries,1140;GTEx Coexpression,1221"	""
"gene_set_query"	"1226"	"ZNF43"	"983.3"	"ARCHS4 Coexpression,1442;Enrichr Queries,365;GTEx Coexpression,1143"	"C3,CXCL10,CCL2"
"gene_set_query"	"1227"	"TBX20"	"983.3"	"ARCHS4 Coexpression,1616;Enrichr Queries,511;GTEx Coexpression,823"	"CXCL10,PITX2"
"gene_set_query"	"1228"	"ZSCAN21"	"983.7"	"ARCHS4 Coexpression,1144;Enrichr Queries,1279;GTEx Coexpression,528"	""
"gene_set_query"	"1229"	"ZNF625"	"984.3"	"ARCHS4 Coexpression,1079;Enrichr Queries,849;GTEx Coexpression,1025"	"CXCL10"
"gene_set_query"	"1230"	"ZFP41"	"984.7"	"ARCHS4 Coexpression,1115;Enrichr Queries,1054;GTEx Coexpression,785"	""
"gene_set_query"	"1231"	"ZNF439"	"985.0"	"ARCHS4 Coexpression,1194;Enrichr Queries,256;GTEx Coexpression,1505"	"CXCL10,CXCL8,SELL,CCL2"
"gene_set_query"	"1232"	"PKNOX2"	"985.0"	"ARCHS4 Coexpression,853;Enrichr Queries,762;GTEx Coexpression,1340"	"CXCL10"
"gene_set_query"	"1233"	"ZNF22"	"985.7"	"ARCHS4 Coexpression,1340;Enrichr Queries,1390;GTEx Coexpression,227"	"SERPINB5"
"gene_set_query"	"1234"	"ZNF300"	"986.3"	"ARCHS4 Coexpression,1197;Enrichr Queries,288;GTEx Coexpression,1474"	"C3,CXCL10,CXCL8,CCL2"
"gene_set_query"	"1235"	"THAP8"	"986.7"	"ARCHS4 Coexpression,622;Enrichr Queries,1002;GTEx Coexpression,1336"	""
"gene_set_query"	"1236"	"HOXD4"	"987.3"	"ARCHS4 Coexpression,1205;Enrichr Queries,255;GTEx Coexpression,1502"	"CXCL10,CCL2,PITX2,MMP9"
"gene_set_query"	"1237"	"HMBOX1"	"988.3"	"ARCHS4 Coexpression,1274;Enrichr Queries,1239;ReMap ChIP-seq,286;GTEx Coexpression,1154"	""
"gene_set_query"	"1238"	"ZFAT"	"988.7"	"ARCHS4 Coexpression,698;Enrichr Queries,1181;GTEx Coexpression,1087"	""
"gene_set_query"	"1239"	"SPZ1"	"989.0"	"ARCHS4 Coexpression,613;GTEx Coexpression,1365"	""
"gene_set_query"	"1240"	"FOXI2"	"989.0"	"ARCHS4 Coexpression,1320;Enrichr Queries,752;GTEx Coexpression,895"	"PITX2"
"gene_set_query"	"1241"	"ZNF571"	"989.3"	"ARCHS4 Coexpression,1073;Enrichr Queries,667;GTEx Coexpression,1228"	"CXCL10,CXCL8"
"gene_set_query"	"1242"	"CBLL2"	"989.3"	"ARCHS4 Coexpression,904;Enrichr Queries,469;GTEx Coexpression,1595"	"CXCL10,CXCL8,CCL2"
"gene_set_query"	"1243"	"ZNF181"	"989.7"	"ARCHS4 Coexpression,1421;Enrichr Queries,765;GTEx Coexpression,783"	"CTSK"
"gene_set_query"	"1244"	"ZNF16"	"990.0"	"ARCHS4 Coexpression,970;Enrichr Queries,1325;GTEx Coexpression,675"	""
"gene_set_query"	"1245"	"LCORL"	"990.0"	"ARCHS4 Coexpression,1393;Enrichr Queries,1026;GTEx Coexpression,551"	""
"gene_set_query"	"1246"	"ZNF214"	"991.3"	"ARCHS4 Coexpression,1438;Enrichr Queries,396;GTEx Coexpression,1140"	"CXCL10,CXCL8,ABCG2"
"gene_set_query"	"1247"	"ZNF737"	"991.5"	"ARCHS4 Coexpression,1011;GTEx Coexpression,972"	""
"gene_set_query"	"1248"	"TCFL5"	"991.7"	"ARCHS4 Coexpression,1621;Enrichr Queries,419;GTEx Coexpression,935"	"CXCL10,CCL2,TIMP1"
"gene_set_query"	"1249"	"ZNF324"	"992.0"	"ARCHS4 Coexpression,1213;Enrichr Queries,990;GTEx Coexpression,773"	"CXCL10"
"gene_set_query"	"1250"	"ZNF785"	"992.5"	"ARCHS4 Coexpression,1447;GTEx Coexpression,538"	""
"gene_set_query"	"1251"	"ARNT2"	"992.7"	"ARCHS4 Coexpression,1465;Enrichr Queries,575;GTEx Coexpression,938"	"CXCL10,CCL2"
"gene_set_query"	"1252"	"SCRT2"	"993.3"	"ARCHS4 Coexpression,1078;Enrichr Queries,1281;GTEx Coexpression,621"	""
"gene_set_query"	"1253"	"ZNF844"	"995.5"	"ARCHS4 Coexpression,1185;GTEx Coexpression,806"	""
"gene_set_query"	"1254"	"ZNF334"	"997.0"	"ARCHS4 Coexpression,1536;Enrichr Queries,228;GTEx Coexpression,1227"	"CXCL10,CXCL8,MMP1,CCL2,CXCL1"
"gene_set_query"	"1255"	"ZNF573"	"997.3"	"ARCHS4 Coexpression,1577;Enrichr Queries,372;GTEx Coexpression,1043"	"C3,CXCL10,CXCL8"
"gene_set_query"	"1256"	"DMRT3"	"997.3"	"ARCHS4 Coexpression,1319;Enrichr Queries,494;GTEx Coexpression,1179"	"GREM1,PITX2"
"gene_set_query"	"1257"	"ZBTB49"	"997.5"	"ARCHS4 Coexpression,1045;GTEx Coexpression,950"	""
"gene_set_query"	"1258"	"ZNF777"	"998.3"	"ARCHS4 Coexpression,1376;Enrichr Queries,1013;GTEx Coexpression,606"	""
"gene_set_query"	"1259"	"ARID2"	"998.5"	"ARCHS4 Coexpression,1404;Enrichr Queries,1145;ReMap ChIP-seq,114;GTEx Coexpression,1331"	"C3,S100P,ACSF2"
"gene_set_query"	"1260"	"PROX2"	"999.3"	"ARCHS4 Coexpression,1345;Enrichr Queries,333;GTEx Coexpression,1320"	"C3,CXCL10,ANPEP,ABCG2"
"gene_set_query"	"1261"	"ELF2"	"999.3"	"ARCHS4 Coexpression,1359;Enrichr Queries,1125;GTEx Coexpression,514"	""
"gene_set_query"	"1262"	"REPIN1"	"999.7"	"ARCHS4 Coexpression,1152;Enrichr Queries,846;GTEx Coexpression,1001"	"S100A9"
"gene_set_query"	"1263"	"ZNF362"	"1000.0"	"ARCHS4 Coexpression,1466;Enrichr Queries,1321;GTEx Coexpression,213"	"ADIRF"
"gene_set_query"	"1264"	"ZBTB43"	"1001.0"	"ARCHS4 Coexpression,221;Enrichr Queries,1238;GTEx Coexpression,1544"	"CXCL8"
"gene_set_query"	"1265"	"RFX7"	"1001.0"	"ARCHS4 Coexpression,966;Enrichr Queries,1094;GTEx Coexpression,944"	""
"gene_set_query"	"1266"	"ZNF345"	"1001.0"	"ARCHS4 Coexpression,1153;Enrichr Queries,639;GTEx Coexpression,1212"	"CXCL10,CXCL8"
"gene_set_query"	"1267"	"ZNF70"	"1003.0"	"ARCHS4 Coexpression,1523;Enrichr Queries,948;GTEx Coexpression,537"	"CXCL10"
"gene_set_query"	"1268"	"BAZ2B"	"1003.0"	"ARCHS4 Coexpression,940;Enrichr Queries,1083;GTEx Coexpression,987"	""
"gene_set_query"	"1269"	"ZNF574"	"1003.0"	"ARCHS4 Coexpression,751;Enrichr Queries,1355;GTEx Coexpression,904"	""
"gene_set_query"	"1270"	"ZNF813"	"1004.0"	"ARCHS4 Coexpression,1504;GTEx Coexpression,503"	""
"gene_set_query"	"1271"	"PLAG1"	"1005.0"	"ARCHS4 Coexpression,1342;Enrichr Queries,774;GTEx Coexpression,899"	"CXCL10"
"gene_set_query"	"1272"	"ZNF74"	"1006.0"	"ARCHS4 Coexpression,588;Enrichr Queries,1242;GTEx Coexpression,1187"	""
"gene_set_query"	"1273"	"ZNF454"	"1006.0"	"ARCHS4 Coexpression,916;Enrichr Queries,981;GTEx Coexpression,1121"	"CXCL10"
"gene_set_query"	"1274"	"ZFP69"	"1006.0"	"ARCHS4 Coexpression,643;GTEx Coexpression,1369"	""
"gene_set_query"	"1275"	"ZNF419"	"1006.0"	"ARCHS4 Coexpression,1132;Enrichr Queries,804;GTEx Coexpression,1083"	"CXCL8"
"gene_set_query"	"1276"	"ZNF552"	"1008.0"	"ARCHS4 Coexpression,1612;Enrichr Queries,958;GTEx Coexpression,453"	"SELL,S100P"
"gene_set_query"	"1277"	"ZBTB9"	"1008.0"	"ARCHS4 Coexpression,334;Enrichr Queries,1211;GTEx Coexpression,1478"	"SLC16A1"
"gene_set_query"	"1278"	"CAMTA1"	"1008.0"	"ARCHS4 Coexpression,1027;Enrichr Queries,1105;GTEx Coexpression,892"	""
"gene_set_query"	"1279"	"NEUROG1"	"1010.0"	"ARCHS4 Coexpression,1373;Enrichr Queries,507;GTEx Coexpression,1150"	"CXCL10,PITX2"
"gene_set_query"	"1280"	"ZNF292"	"1011.0"	"ARCHS4 Coexpression,779;Enrichr Queries,1070;GTEx Coexpression,1183"	""
"gene_set_query"	"1281"	"ZNF135"	"1011.0"	"ARCHS4 Coexpression,895;Enrichr Queries,925;GTEx Coexpression,1213"	"CXCL10"
"gene_set_query"	"1282"	"ZFHX4"	"1012.0"	"ARCHS4 Coexpression,655;Enrichr Queries,806;GTEx Coexpression,1574"	"CXCL10"
"gene_set_query"	"1283"	"ZNF891"	"1013.0"	"ARCHS4 Coexpression,1184;GTEx Coexpression,841"	""
"gene_set_query"	"1284"	"ZNF485"	"1013.0"	"ARCHS4 Coexpression,1372;Enrichr Queries,566;GTEx Coexpression,1101"	"CXCL10,CXCL8"
"gene_set_query"	"1285"	"ZNF783"	"1013.0"	"ARCHS4 Coexpression,954;Enrichr Queries,1202;GTEx Coexpression,884"	""
"gene_set_query"	"1286"	"ZNF200"	"1014.0"	"ARCHS4 Coexpression,1218;Enrichr Queries,701;GTEx Coexpression,1123"	"CXCL10,SLC16A1"
"gene_set_query"	"1287"	"RBAK"	"1014.0"	"ARCHS4 Coexpression,1406;Enrichr Queries,1078;GTEx Coexpression,559"	""
"gene_set_query"	"1288"	"MSANTD4"	"1015.0"	"ARCHS4 Coexpression,457;GTEx Coexpression,1572"	"GCG"
"gene_set_query"	"1289"	"OVOL3"	"1017.0"	"ARCHS4 Coexpression,1117;GTEx Coexpression,916"	""
"gene_set_query"	"1290"	"POU6F1"	"1017.0"	"ARCHS4 Coexpression,1571;Enrichr Queries,914;GTEx Coexpression,567"	"CXCL10"
"gene_set_query"	"1291"	"BCL6B"	"1017.0"	"ARCHS4 Coexpression,1615;Enrichr Queries,165;GTEx Coexpression,1272"	"C3,CXCL10,ANPEP,CCL2,TIMP1,MMP9"
"gene_set_query"	"1292"	"NOTO"	"1018.0"	"ARCHS4 Coexpression,951;Enrichr Queries,713;GTEx Coexpression,1390"	"PITX2"
"gene_set_query"	"1293"	"THAP3"	"1020.0"	"ARCHS4 Coexpression,673;Enrichr Queries,871;GTEx Coexpression,1517"	"S100A9"
"gene_set_query"	"1294"	"ZBTB38"	"1021.0"	"ARCHS4 Coexpression,356;Enrichr Queries,1372;GTEx Coexpression,1334"	"GREM1"
"gene_set_query"	"1295"	"ZNF470"	"1021.0"	"ARCHS4 Coexpression,1071;Enrichr Queries,643;GTEx Coexpression,1349"	"CXCL10,CXCL8"
"gene_set_query"	"1296"	"SOX3"	"1023.0"	"ARCHS4 Coexpression,873;Enrichr Queries,835;GTEx Coexpression,1362"	"PITX2"
"gene_set_query"	"1297"	"ZNF707"	"1023.0"	"ARCHS4 Coexpression,666;Enrichr Queries,962;GTEx Coexpression,1442"	"CXCL10"
"gene_set_query"	"1298"	"ZNF682"	"1025.0"	"ARCHS4 Coexpression,1430;Enrichr Queries,498;GTEx Coexpression,1146"	"CXCL10,CXCL8"
"gene_set_query"	"1299"	"THAP5"	"1025.0"	"ARCHS4 Coexpression,1193;Enrichr Queries,1398;GTEx Coexpression,484"	""
"gene_set_query"	"1300"	"ZKSCAN2"	"1025.0"	"ARCHS4 Coexpression,598;Enrichr Queries,1034;GTEx Coexpression,1444"	""
"gene_set_query"	"1301"	"RORB"	"1026.0"	"ARCHS4 Coexpression,840;Enrichr Queries,895;GTEx Coexpression,1342"	"CXCL10"
"gene_set_query"	"1302"	"ZNF99"	"1026.0"	"ARCHS4 Coexpression,1520;Enrichr Queries,986;GTEx Coexpression,571"	"CXCL10"
"gene_set_query"	"1303"	"ZNF765"	"1026.0"	"ARCHS4 Coexpression,1054;Enrichr Queries,1173;GTEx Coexpression,852"	""
"gene_set_query"	"1304"	"ZNF585A"	"1027.0"	"ARCHS4 Coexpression,1110;Enrichr Queries,1305;GTEx Coexpression,667"	""
"gene_set_query"	"1305"	"TGIF2LX"	"1029.0"	"ARCHS4 Coexpression,844;Enrichr Queries,658;GTEx Coexpression,1586"	"CXCL10,CXCL8"
"gene_set_query"	"1306"	"ZNF699"	"1031.0"	"ARCHS4 Coexpression,777;Enrichr Queries,815;GTEx Coexpression,1500"	"CXCL8"
"gene_set_query"	"1307"	"TEAD3"	"1031.0"	"ARCHS4 Coexpression,1030;Enrichr Queries,812;GTEx Coexpression,1252"	"CXCL10"
"gene_set_query"	"1308"	"ZKSCAN3"	"1031.0"	"ARCHS4 Coexpression,1495;Enrichr Queries,1044;GTEx Coexpression,555"	""
"gene_set_query"	"1309"	"ZNF668"	"1032.0"	"ARCHS4 Coexpression,653;Enrichr Queries,931;GTEx Coexpression,1511"	"S100A9"
"gene_set_query"	"1310"	"REXO4"	"1033.0"	"ARCHS4 Coexpression,629;GTEx Coexpression,1436"	""
"gene_set_query"	"1311"	"ZNF517"	"1033.0"	"ARCHS4 Coexpression,1016;Enrichr Queries,901;GTEx Coexpression,1181"	"CXCL10"
"gene_set_query"	"1312"	"ZNF709"	"1033.0"	"ARCHS4 Coexpression,1106;Enrichr Queries,993;GTEx Coexpression,999"	"CXCL10"
"gene_set_query"	"1313"	"ZFP82"	"1033.0"	"ARCHS4 Coexpression,1575;Enrichr Queries,585;GTEx Coexpression,939"	"CXCL10,CCL2"
"gene_set_query"	"1314"	"ZNF445"	"1034.0"	"ARCHS4 Coexpression,1114;Enrichr Queries,1197;GTEx Coexpression,791"	""
"gene_set_query"	"1315"	"ZNF154"	"1034.0"	"ARCHS4 Coexpression,1244;Enrichr Queries,330;GTEx Coexpression,1528"	"C3,CXCL10,SELL,CCL2"
"gene_set_query"	"1316"	"TIGD5"	"1035.0"	"ARCHS4 Coexpression,1046;Enrichr Queries,936;GTEx Coexpression,1122"	"S100A9"
"gene_set_query"	"1317"	"TSC22D1"	"1036.0"	"ARCHS4 Coexpression,1230;Enrichr Queries,832;GTEx Coexpression,1047"	"TIMP1"
"gene_set_query"	"1318"	"ZNF705B"	"1037.0"	"ARCHS4 Coexpression,581;GTEx Coexpression,1492"	""
"gene_set_query"	"1319"	"ZNF527"	"1037.0"	"ARCHS4 Coexpression,1473;Enrichr Queries,811;GTEx Coexpression,827"	"CXCL10"
"gene_set_query"	"1320"	"ZIM2"	"1037.0"	"ARCHS4 Coexpression,801;Enrichr Queries,704;GTEx Coexpression,1606"	"CXCL10,PITX2"
"gene_set_query"	"1321"	"ZNF496"	"1038.0"	"ARCHS4 Coexpression,955;Enrichr Queries,1069;GTEx Coexpression,1091"	""
"gene_set_query"	"1322"	"NFATC3"	"1039.0"	"ARCHS4 Coexpression,1022;Enrichr Queries,1087;GTEx Coexpression,1007"	""
